,age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,subscribed
13198,36,unemployed,married,secondary,no,356,no,no,cellular,8,jul,361,1,-1,0,,no
33903,49,technician,married,secondary,no,305,no,no,cellular,30,apr,401,1,-1,0,,no
4199,34,technician,single,secondary,no,705,yes,yes,,19,may,1203,3,-1,0,,no
33218,42,management,married,tertiary,no,72,yes,no,cellular,20,apr,124,2,348,3,failure,no
2479,59,management,divorced,primary,no,13308,yes,no,,13,may,131,1,-1,0,,no
5215,36,blue-collar,single,secondary,no,690,yes,no,,23,may,86,2,-1,0,,no
14961,35,management,married,tertiary,no,36,no,yes,cellular,16,jul,1656,5,-1,0,,yes
34811,27,entrepreneur,married,,no,345,yes,yes,cellular,6,may,465,1,289,4,failure,no
25563,30,services,single,primary,no,0,yes,yes,cellular,19,nov,686,1,-1,0,,yes
28220,53,blue-collar,married,primary,yes,-462,no,no,cellular,29,jan,470,1,-1,0,,yes
2846,59,retired,married,secondary,no,2516,yes,yes,,14,may,282,1,-1,0,,no
44648,28,services,married,secondary,no,4,yes,no,,2,sep,10,1,-1,0,,no
32886,60,retired,divorced,tertiary,no,381,yes,no,cellular,17,apr,208,2,344,4,failure,no
38593,56,technician,single,secondary,no,751,yes,no,cellular,15,may,43,8,177,5,failure,no
9004,48,blue-collar,married,primary,no,257,yes,no,,5,jun,333,2,-1,0,,no
11570,57,retired,married,secondary,no,2020,no,no,,19,jun,93,4,-1,0,,no
6444,27,admin.,married,secondary,no,186,yes,no,,27,may,136,2,-1,0,,no
17790,54,technician,married,secondary,no,3967,no,yes,cellular,29,jul,90,3,-1,0,,no
43450,33,technician,married,secondary,no,5083,no,no,cellular,12,apr,175,1,-1,0,,no
39585,25,admin.,single,tertiary,no,220,no,no,cellular,26,may,68,1,-1,0,,no
12904,43,management,married,tertiary,no,1530,no,no,cellular,7,jul,91,3,-1,0,,no
6101,31,management,married,tertiary,no,91,no,no,,27,may,145,2,-1,0,,no
23741,42,technician,married,secondary,no,3501,no,no,cellular,28,aug,23,22,-1,0,,no
37558,33,management,married,secondary,no,-224,yes,no,cellular,14,may,152,2,259,8,other,no
21262,36,management,divorced,tertiary,no,1406,yes,no,cellular,18,aug,266,4,-1,0,,no
2714,50,blue-collar,married,primary,no,419,yes,no,,13,may,116,4,-1,0,,no
28773,46,technician,married,secondary,no,198,yes,no,cellular,30,jan,153,1,2,6,other,no
1831,34,management,single,secondary,no,66,yes,no,,9,may,76,2,-1,0,,no
10667,47,blue-collar,married,secondary,no,214,yes,no,,16,jun,442,3,-1,0,,no
31852,23,admin.,single,tertiary,no,314,no,yes,cellular,8,apr,142,4,-1,0,,yes
5618,32,blue-collar,married,secondary,no,523,yes,no,,23,may,116,5,-1,0,,no
30410,33,management,married,tertiary,no,184,no,no,cellular,5,feb,113,1,-1,0,,no
17043,54,housemaid,married,primary,no,3304,no,yes,cellular,25,jul,90,7,-1,0,,no
34600,32,technician,divorced,tertiary,no,75,no,no,cellular,5,may,104,3,256,9,failure,no
20038,33,management,married,tertiary,no,571,no,no,cellular,8,aug,390,2,-1,0,,no
11846,57,management,married,tertiary,no,-92,yes,yes,,20,jun,1617,1,-1,0,,yes
39630,26,student,single,tertiary,no,39,no,no,cellular,26,may,396,3,-1,0,,yes
30876,49,blue-collar,married,primary,no,3103,no,no,cellular,9,feb,26,5,-1,0,,no
12786,45,services,divorced,secondary,no,88,no,yes,cellular,7,jul,332,1,-1,0,,no
22419,33,management,married,tertiary,no,4636,no,no,cellular,22,aug,129,6,-1,0,,no
5098,31,blue-collar,married,secondary,no,3298,yes,no,,21,may,175,2,-1,0,,no
11690,58,technician,married,primary,no,4015,no,no,,20,jun,106,3,-1,0,,no
34771,24,blue-collar,single,secondary,no,1857,yes,no,cellular,6,may,473,4,-1,0,,no
5212,35,blue-collar,single,secondary,no,773,yes,no,,23,may,136,2,-1,0,,no
35747,32,admin.,married,secondary,no,-4,no,no,cellular,8,may,47,5,-1,0,,no
12183,40,blue-collar,married,secondary,no,95,no,yes,,20,jun,61,4,-1,0,,no
10893,46,blue-collar,married,secondary,no,1270,yes,no,,17,jun,277,1,-1,0,,no
25964,50,admin.,married,secondary,no,167,no,yes,cellular,19,nov,47,1,133,1,failure,no
27604,37,blue-collar,married,secondary,no,1407,yes,no,cellular,21,nov,14,7,-1,0,,no
29738,60,technician,married,primary,no,4243,yes,no,cellular,4,feb,387,1,251,1,failure,no
34883,33,blue-collar,divorced,secondary,no,714,yes,no,cellular,6,may,208,1,344,2,other,no
34631,33,technician,divorced,secondary,no,1480,yes,no,cellular,5,may,223,1,-1,0,,no
24057,34,blue-collar,divorced,secondary,no,882,no,yes,telephone,20,oct,24,1,-1,0,,no
29687,56,blue-collar,married,primary,no,284,no,yes,telephone,3,feb,124,4,204,4,failure,no
44838,32,blue-collar,single,secondary,no,427,no,no,,20,sep,11,1,-1,0,,no
26161,41,blue-collar,divorced,secondary,no,927,yes,no,cellular,20,nov,343,2,-1,0,,no
8841,27,admin.,married,secondary,no,-247,yes,yes,,4,jun,344,2,-1,0,,no
20050,46,blue-collar,married,primary,no,7982,no,no,cellular,8,aug,263,5,-1,0,,no
9607,45,admin.,divorced,secondary,no,246,no,no,,6,jun,119,1,-1,0,,no
18811,49,services,married,secondary,no,388,no,no,telephone,31,jul,1032,4,-1,0,,yes
14488,33,technician,married,tertiary,no,40,yes,no,cellular,14,jul,110,3,-1,0,,no
42445,30,student,single,secondary,no,1681,no,no,cellular,7,dec,329,2,-1,0,,yes
6187,36,admin.,single,,no,-69,yes,no,,27,may,90,2,-1,0,,no
29148,36,management,married,tertiary,no,853,yes,yes,cellular,2,feb,408,1,-1,0,,no
32652,32,self-employed,married,primary,no,1074,yes,no,cellular,17,apr,38,1,329,2,failure,no
35649,41,blue-collar,married,secondary,no,2039,yes,no,cellular,8,may,729,1,-1,0,,yes
31801,35,blue-collar,married,secondary,no,21,yes,no,cellular,8,apr,663,2,-1,0,,no
8016,34,admin.,married,primary,no,239,yes,no,,2,jun,107,2,-1,0,,no
41786,62,retired,married,secondary,no,1495,no,no,cellular,13,oct,896,1,57,2,success,yes
35136,48,management,married,secondary,no,3663,yes,no,telephone,7,may,25,5,169,1,failure,no
35072,30,blue-collar,married,primary,no,0,yes,no,cellular,6,may,239,2,-1,0,,no
40623,62,retired,married,secondary,no,3340,no,no,cellular,4,aug,259,1,35,1,failure,no
21447,38,self-employed,married,secondary,no,173,no,no,cellular,18,aug,205,4,-1,0,,no
14242,25,services,single,secondary,no,-41,no,yes,cellular,14,jul,114,2,-1,0,,no
14347,32,blue-collar,married,secondary,no,596,yes,no,cellular,14,jul,397,3,-1,0,,no
31449,36,management,married,tertiary,no,9324,yes,no,cellular,30,mar,138,8,-1,0,,no
34707,47,technician,married,primary,no,434,yes,yes,cellular,5,may,278,1,-1,0,,no
7470,32,management,single,tertiary,no,406,no,no,,29,may,35,24,-1,0,,no
41926,51,technician,married,secondary,no,371,yes,yes,cellular,21,oct,287,1,-1,0,,yes
19952,31,technician,single,secondary,no,942,no,no,cellular,8,aug,138,2,-1,0,,no
25293,35,management,married,tertiary,no,222,yes,no,cellular,18,nov,187,2,-1,0,,no
32598,29,blue-collar,married,secondary,no,314,yes,yes,cellular,17,apr,357,1,-1,0,,no
20470,59,blue-collar,married,primary,no,2192,no,no,cellular,12,aug,365,2,-1,0,,no
7898,31,blue-collar,married,primary,no,292,yes,yes,,30,may,30,18,-1,0,,no
40769,30,management,married,tertiary,no,805,no,no,cellular,10,aug,134,3,194,1,failure,no
3642,56,entrepreneur,married,tertiary,no,-124,yes,no,,15,may,374,5,-1,0,,no
24957,58,retired,divorced,secondary,no,63,no,no,cellular,18,nov,509,1,-1,0,,no
905,35,management,married,tertiary,no,267,yes,no,,7,may,192,1,-1,0,,no
36743,37,blue-collar,married,secondary,no,6,yes,no,cellular,12,may,136,2,-1,0,,no
19183,31,management,single,tertiary,no,1377,no,no,cellular,5,aug,371,2,-1,0,,no
27281,49,management,married,tertiary,yes,10,yes,no,cellular,21,nov,226,1,-1,0,,no
31415,36,management,married,secondary,no,565,no,no,cellular,27,mar,300,1,-1,0,,yes
20665,54,technician,married,secondary,no,479,no,no,cellular,12,aug,222,3,-1,0,,no
21933,32,technician,married,tertiary,no,587,no,no,cellular,20,aug,212,4,-1,0,,no
8429,45,technician,married,secondary,no,4466,yes,no,,3,jun,110,1,-1,0,,no
28423,29,admin.,single,secondary,no,914,yes,no,cellular,29,jan,344,1,-1,0,,no
6702,48,admin.,single,secondary,no,1150,yes,no,,28,may,357,1,-1,0,,no
18866,42,management,married,tertiary,no,255,no,no,cellular,4,aug,302,2,-1,0,,no
26883,32,admin.,married,tertiary,no,1019,yes,no,cellular,20,nov,489,2,-1,0,,no
36740,32,blue-collar,single,secondary,no,235,yes,no,cellular,12,may,482,1,-1,0,,no
37881,32,management,single,tertiary,no,499,yes,no,cellular,14,may,182,1,339,2,failure,no
22269,31,management,married,tertiary,no,351,no,no,cellular,21,aug,165,3,-1,0,,no
35389,44,services,married,primary,no,3,yes,no,cellular,7,may,228,1,-1,0,,no
33708,58,admin.,married,secondary,no,310,yes,yes,cellular,21,apr,75,1,-1,0,,no
41068,26,blue-collar,single,secondary,no,535,no,no,cellular,14,aug,125,1,-1,0,,yes
6576,29,management,married,tertiary,no,-218,yes,no,,28,may,121,1,-1,0,,no
39774,33,management,married,tertiary,no,1323,no,no,cellular,1,jun,327,1,-1,0,,yes
10445,40,unemployed,divorced,secondary,no,991,yes,no,,12,jun,316,2,-1,0,,no
21425,33,self-employed,married,tertiary,no,576,yes,no,cellular,18,aug,304,3,-1,0,,no
11004,56,retired,married,primary,no,1126,no,no,,17,jun,39,3,-1,0,,no
4221,41,technician,single,secondary,no,0,yes,yes,,19,may,162,1,-1,0,,no
39456,29,technician,single,secondary,no,590,no,no,cellular,25,may,124,1,-1,0,,yes
31769,36,technician,single,secondary,no,524,yes,no,cellular,8,apr,95,1,-1,0,,no
28328,38,services,single,tertiary,no,1418,no,no,cellular,29,jan,52,1,-1,0,,no
41504,57,admin.,divorced,secondary,no,0,no,no,cellular,9,sep,121,2,-1,0,,no
32342,31,blue-collar,single,secondary,no,855,yes,no,cellular,16,apr,94,1,317,2,failure,no
23453,30,technician,single,secondary,no,0,no,no,cellular,28,aug,102,10,-1,0,,no
30066,36,blue-collar,married,,no,1023,yes,no,cellular,4,feb,184,2,-1,0,,no
24260,57,housemaid,married,secondary,no,0,no,no,cellular,17,nov,56,1,-1,0,,no
23666,30,technician,married,tertiary,no,0,no,no,cellular,28,aug,140,9,-1,0,,no
30890,30,management,single,tertiary,no,3773,yes,no,cellular,9,feb,75,4,258,1,failure,no
33441,48,admin.,married,secondary,no,1060,yes,no,cellular,20,apr,87,2,318,3,failure,no
26535,40,management,married,tertiary,no,2243,no,no,cellular,20,nov,178,4,-1,0,,no
2270,26,blue-collar,single,secondary,no,96,yes,no,,12,may,181,2,-1,0,,no
44323,53,blue-collar,married,primary,no,306,no,no,cellular,28,jul,388,3,181,1,success,yes
14687,42,services,married,secondary,no,0,no,no,cellular,15,jul,194,4,-1,0,,no
18871,46,blue-collar,married,primary,no,783,yes,no,cellular,4,aug,73,1,-1,0,,no
27337,48,housemaid,single,secondary,no,1385,no,no,telephone,21,nov,270,1,-1,0,,no
21942,56,services,married,secondary,no,9,no,yes,cellular,20,aug,285,2,-1,0,,no
12235,57,retired,married,secondary,no,274,no,yes,,20,jun,41,3,-1,0,,no
36176,41,unemployed,single,secondary,no,169,yes,no,cellular,11,may,712,1,-1,0,,no
19391,58,retired,married,secondary,no,4,no,yes,cellular,6,aug,147,1,-1,0,,no
38130,30,technician,single,secondary,yes,28,yes,no,cellular,15,may,778,5,301,1,failure,no
8929,29,blue-collar,single,secondary,no,735,yes,no,,4,jun,130,3,-1,0,,no
32066,35,blue-collar,married,secondary,no,106,yes,no,cellular,14,apr,252,5,-1,0,,no
5572,33,management,married,tertiary,no,0,yes,no,,23,may,57,5,-1,0,,no
17485,27,blue-collar,single,primary,no,1,yes,no,cellular,28,jul,120,6,-1,0,,no
13113,40,services,married,primary,no,-45,no,yes,cellular,8,jul,166,1,-1,0,,no
36828,37,management,married,tertiary,no,1949,yes,no,cellular,12,may,328,2,-1,0,,no
2045,28,blue-collar,married,secondary,no,131,yes,no,,12,may,147,5,-1,0,,no
32455,44,blue-collar,divorced,primary,no,75,yes,no,cellular,16,apr,614,1,281,1,failure,no
9434,30,admin.,single,secondary,no,223,yes,no,,6,jun,862,11,-1,0,,yes
24886,39,technician,single,secondary,no,4646,yes,no,cellular,18,nov,486,1,-1,0,,yes
21527,56,retired,married,secondary,no,74,no,no,cellular,19,aug,144,2,-1,0,,no
10177,45,housemaid,divorced,primary,no,544,no,no,,11,jun,110,1,-1,0,,no
20013,52,unemployed,married,secondary,no,1639,no,no,cellular,8,aug,93,1,-1,0,,no
18635,27,management,single,tertiary,no,148,yes,no,cellular,31,jul,632,18,-1,0,,no
34538,27,entrepreneur,single,secondary,no,376,yes,yes,cellular,5,may,273,1,-1,0,,no
20705,55,housemaid,married,primary,no,1642,no,no,cellular,13,aug,295,2,-1,0,,no
40914,49,entrepreneur,single,secondary,no,5802,no,no,cellular,12,aug,175,3,104,2,success,no
31992,40,services,married,secondary,no,1293,yes,no,cellular,13,apr,128,3,-1,0,,no
42741,36,technician,married,tertiary,no,6,yes,no,cellular,27,jan,100,1,435,1,failure,no
2063,33,blue-collar,married,secondary,no,-257,yes,no,,12,may,92,4,-1,0,,no
10760,34,management,married,primary,no,2026,yes,no,,17,jun,100,8,-1,0,,no
3254,46,admin.,married,secondary,no,1934,no,yes,,15,may,240,1,-1,0,,no
36781,33,technician,married,secondary,no,177,yes,yes,cellular,12,may,22,8,-1,0,,no
6304,33,admin.,divorced,secondary,no,479,yes,no,,27,may,74,5,-1,0,,no
903,47,admin.,married,primary,no,192,yes,no,,7,may,47,1,-1,0,,no
8712,36,services,married,secondary,no,895,yes,yes,,4,jun,622,1,-1,0,,no
21215,32,technician,single,secondary,no,3586,no,no,cellular,18,aug,71,3,-1,0,,no
20393,50,management,married,tertiary,no,1859,no,no,cellular,11,aug,85,5,-1,0,,no
32257,37,management,single,secondary,no,8311,yes,no,cellular,16,apr,474,2,-1,0,,no
41334,29,unemployed,single,tertiary,no,1311,no,no,cellular,28,aug,622,1,-1,0,,yes
28316,45,blue-collar,married,primary,no,789,no,yes,cellular,29,jan,79,1,-1,0,,no
13726,27,services,single,secondary,no,-266,no,yes,cellular,10,jul,162,6,-1,0,,no
8119,32,technician,single,tertiary,no,257,yes,no,,2,jun,183,5,-1,0,,no
24902,41,services,married,secondary,no,446,yes,no,cellular,18,nov,296,1,186,1,success,no
1996,43,blue-collar,single,primary,no,0,no,no,,9,may,71,3,-1,0,,no
1286,32,blue-collar,married,secondary,no,715,yes,no,,8,may,108,2,-1,0,,no
5861,39,blue-collar,single,secondary,no,116,yes,no,,26,may,182,3,-1,0,,no
24973,58,self-employed,married,tertiary,no,2596,no,no,telephone,18,nov,15,2,-1,0,,no
16000,30,entrepreneur,married,secondary,no,-346,yes,yes,cellular,22,jul,88,1,-1,0,,no
23225,33,management,single,tertiary,no,0,no,no,cellular,27,aug,191,4,-1,0,,no
17351,45,entrepreneur,married,tertiary,no,219,yes,yes,cellular,28,jul,118,4,-1,0,,no
21992,48,management,single,secondary,no,-18,yes,no,cellular,20,aug,430,4,-1,0,,no
29218,49,self-employed,married,tertiary,no,147,no,yes,cellular,2,feb,559,1,189,4,failure,no
458,33,blue-collar,single,secondary,yes,-60,no,no,,6,may,243,1,-1,0,,no
43446,71,retired,divorced,secondary,no,3104,no,no,telephone,12,apr,271,1,187,1,failure,no
40082,38,entrepreneur,divorced,secondary,no,1190,yes,no,cellular,4,jun,81,2,391,3,failure,yes
7955,37,admin.,divorced,secondary,no,0,yes,no,,30,may,127,5,-1,0,,no
33008,31,technician,single,secondary,no,579,yes,yes,cellular,17,apr,469,3,322,15,other,no
39458,26,blue-collar,single,tertiary,no,567,no,no,cellular,25,may,421,1,-1,0,,yes
16343,54,housemaid,married,primary,no,1319,yes,no,telephone,23,jul,70,2,-1,0,,no
3607,56,blue-collar,married,secondary,no,-382,yes,no,,15,may,278,4,-1,0,,no
10361,42,,single,secondary,no,1456,no,no,,12,jun,56,1,-1,0,,no
14882,29,blue-collar,married,secondary,no,2870,yes,no,cellular,16,jul,988,1,-1,0,,yes
40516,51,technician,married,secondary,no,6840,no,no,telephone,7,jul,257,1,-1,0,,yes
19028,56,technician,married,secondary,no,203,yes,no,cellular,5,aug,335,3,-1,0,,no
37918,40,services,single,secondary,no,573,yes,no,cellular,14,may,329,1,-1,0,,no
3688,40,admin.,married,secondary,no,2523,yes,no,,16,may,75,1,-1,0,,no
13566,33,entrepreneur,married,tertiary,no,127,no,yes,cellular,9,jul,279,1,-1,0,,no
38533,34,management,single,tertiary,no,2360,yes,no,cellular,15,may,137,2,176,1,failure,no
38946,26,blue-collar,single,secondary,no,330,yes,no,cellular,18,may,156,1,348,1,failure,no
42640,64,retired,married,tertiary,no,2139,no,no,cellular,13,jan,230,1,91,2,failure,no
38068,35,blue-collar,married,secondary,no,667,yes,no,cellular,14,may,10,5,324,27,other,no
184,36,admin.,married,tertiary,no,211,yes,no,,5,may,146,2,-1,0,,no
25930,37,technician,single,tertiary,no,3943,no,no,cellular,19,nov,37,1,-1,0,,no
5070,40,blue-collar,married,primary,no,558,yes,yes,,21,may,56,3,-1,0,,no
28240,48,services,married,primary,no,1496,yes,no,telephone,29,jan,284,2,258,2,failure,no
39040,36,services,divorced,secondary,no,3,yes,no,cellular,18,may,15,8,-1,0,,no
35489,28,technician,single,secondary,no,417,yes,yes,cellular,7,may,188,2,366,2,other,no
3834,24,technician,single,secondary,no,3926,yes,no,,16,may,320,2,-1,0,,no
27377,33,entrepreneur,single,tertiary,no,3017,no,no,cellular,21,nov,240,3,-1,0,,no
38796,30,admin.,single,secondary,no,127,yes,no,cellular,18,may,16,6,368,1,other,no
14587,51,self-employed,married,tertiary,no,146,no,no,cellular,15,jul,132,3,-1,0,,no
40120,54,management,single,tertiary,no,0,no,no,telephone,5,jun,133,4,-1,0,,no
22361,39,management,single,tertiary,no,139,no,no,cellular,22,aug,109,2,-1,0,,no
8003,50,management,married,secondary,no,628,no,yes,,2,jun,367,3,-1,0,,no
20190,35,technician,single,tertiary,no,272,no,no,cellular,11,aug,86,2,-1,0,,no
19074,47,management,married,tertiary,no,295,yes,no,cellular,5,aug,157,1,-1,0,,no
8744,30,admin.,divorced,secondary,no,377,yes,no,,4,jun,524,15,-1,0,,yes
20305,38,self-employed,single,tertiary,no,982,no,no,cellular,11,aug,176,3,-1,0,,no
5333,36,blue-collar,single,secondary,no,1168,yes,no,,23,may,242,3,-1,0,,no
25768,49,technician,married,secondary,yes,-74,yes,no,cellular,19,nov,114,1,-1,0,,no
30864,31,services,married,secondary,no,655,no,yes,cellular,9,feb,190,6,-1,0,,no
38377,24,admin.,single,secondary,no,926,yes,yes,cellular,15,may,191,1,-1,0,,no
41851,72,retired,married,secondary,no,2850,no,no,cellular,16,oct,131,2,241,1,success,no
11917,34,blue-collar,married,primary,no,0,yes,yes,,20,jun,34,29,-1,0,,no
10586,40,blue-collar,married,secondary,no,876,no,no,,16,jun,208,1,-1,0,,no
38727,38,admin.,married,secondary,no,1949,yes,no,cellular,15,may,157,3,-1,0,,no
43056,28,admin.,married,tertiary,no,167,yes,yes,cellular,18,feb,126,2,-1,0,,no
22809,30,management,single,tertiary,no,73,no,no,cellular,25,aug,114,6,-1,0,,no
7686,40,management,single,tertiary,no,-199,yes,yes,,30,may,109,1,-1,0,,no
22543,36,technician,divorced,secondary,no,433,no,no,cellular,22,aug,173,3,-1,0,,no
44105,23,student,single,secondary,no,1809,no,no,cellular,8,jul,414,2,-1,0,,yes
15805,45,blue-collar,divorced,primary,no,0,yes,no,cellular,21,jul,211,2,-1,0,,no
15824,28,services,married,secondary,no,6567,yes,no,cellular,21,jul,522,1,-1,0,,no
44921,42,technician,married,secondary,no,2152,no,no,cellular,1,oct,161,1,92,6,failure,no
19093,45,management,married,tertiary,no,-642,no,no,cellular,5,aug,124,4,-1,0,,no
28952,33,management,single,tertiary,no,361,yes,no,cellular,2,feb,81,1,-1,0,,no
21245,45,services,married,secondary,no,4971,no,no,cellular,18,aug,115,9,-1,0,,no
3017,51,unemployed,married,secondary,no,760,yes,no,,14,may,411,1,-1,0,,no
3771,39,blue-collar,married,primary,no,385,yes,no,,16,may,225,4,-1,0,,no
42153,34,management,married,tertiary,no,1778,no,no,cellular,4,nov,358,1,162,2,failure,yes
29655,28,technician,single,secondary,no,525,no,no,cellular,3,feb,176,2,-1,0,,no
42236,65,retired,married,secondary,no,1370,no,no,cellular,12,nov,177,1,92,1,failure,no
24753,44,management,married,tertiary,no,756,yes,no,cellular,18,nov,65,1,130,2,failure,no
39517,54,unemployed,married,secondary,no,1561,no,no,cellular,25,may,352,3,186,2,failure,yes
1266,32,technician,single,secondary,no,10,yes,no,,8,may,107,1,-1,0,,no
21007,30,technician,single,secondary,no,2782,no,no,cellular,14,aug,205,2,-1,0,,no
19246,40,management,married,tertiary,no,3812,no,no,cellular,6,aug,58,4,-1,0,,no
27013,52,housemaid,married,secondary,no,1752,no,yes,telephone,21,nov,346,4,123,8,failure,no
32903,30,technician,married,secondary,no,-280,yes,no,cellular,17,apr,609,2,266,2,failure,no
17123,37,management,married,tertiary,no,-70,yes,no,cellular,25,jul,386,2,-1,0,,no
38580,37,admin.,married,secondary,no,-557,yes,yes,cellular,15,may,284,15,-1,0,,no
14777,28,services,single,secondary,no,0,no,yes,cellular,16,jul,133,1,-1,0,,no
44916,34,technician,single,secondary,no,3311,no,no,cellular,1,oct,197,2,-1,0,,no
19276,39,management,divorced,tertiary,no,5988,yes,yes,cellular,6,aug,225,2,-1,0,,no
